copy_id,topper,air,year,paper,optional,source,provenance,page,marks,word_limit,question,pdf_url,pdf_page_url
51,A R Rajah,7,2025,GS4,0,Forumias,upsckata,29,20,250,"Q.7) A State Government in the northeastern part of the country has launched a series of anti-encroachment drives across forest areas, wetlands, and revenue lands. Under the directions of the Chief Minister, the administration has intensified efforts to reclaim public land, particularly in areas reserved for ecological protection and critical infrastructure development. Most of the time, these actions have been backed by court orders and have resulted in the recovery of thousands of hectares of land. However, in certain regions, the implementation of such drives is fraught with social and political complexities. In several districts, settlements have existed for decades and are inhabited by marginalized communities with limited access to legal rights or formal rehabilitation measures. These areas are often politically sensitive and influenced by local leaders and pressure groups.
Simanta is posted as Additional Deputy Commissioner (ADC) in one such district. Over the past year, the district administration has attempted to align eviction measures with welfare outreach, including the provision of temporary shelters, relocation assistance, and public consultations. Recently, a major operation was scheduled to clear encroachments from over 140 hectares of forest land within a Reserved Forest, primarily to curb rising instances of human-elephant conflict and to restore ecological balance. Anticipating eviction, some residents approached the High Court seeking a stay. However, the court refused to grant it and directed the administration to proceed with the eviction following due process. Notices were served, and a detailed roadmap was prepared to carry out the operation, which was expected to last 2-3 days due to the scale and remote location. On the first day, Simanta led a team comprising forest officials, municipal workers, and police personnel. Demolitions were conducted peacefully and without major resistance. However, on the second day, when the team returned to the site, a large group of agitated residents—primarily women and children—had gathered. They raised slogans and formed human chains to prevent further evictions. The atmosphere grew tense when some individuals began throwing stones, resulting in serious injury to a municipal worker. The crowd grew increasingly volatile and emotionally charged, demanding an immediate halt to the operation. The police contingent present on the ground was outnumbered by the crowd. Faced with this crisis, some team members pleaded with Simanta to call off the operation, fearing threats to their life and the possibility of a violent escalation. Simanta attempted to contact his superior officer (the Deputy Commissioner), but due to poor mobile connectivity in the forested area, communication could not be established. Meanwhile, several local journalists had arrived and begun reporting on the incident. Simanta is in a dilemma as to what to do.
a. Evaluate the options available with Simanta to cope with the situation.
b. Which of the above options would be the most appropriate for Simanta and why?
c. What are the ethical dilemmas being faced by Simanta?
d. Examine the qualities of a public servant which will be required to manage such situations.",https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf,https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf#page=29
51,A R Rajah,7,2025,GS4,0,Forumias,upsckata,30,20 अंक,20 अंक,"a. स्थिति से निपटने के लिए सिमंता के पास उपलब्ध विकल्पों का मूल्यांकन करें।
b. सिमंता के लिए सबसे उपयुक्त होगा और क्यों?
c. सिमंता को किन नैतिक दुविधाओं का सामना करना पड़ रहा है?
d. ऐसी परिस्थितियों का प्रबंधन करने के लिए एक लोक सेवक के गुणों का परीक्षण करें।
a स्थिति से निपटने के लिए सिमंता के पास उपलब्ध विकल्पों का मूल्यांकन करें।
b सिमंता के लिए सबसे उपयुक्त होगा और क्यों?
c सिमंता को किन नैतिक दुविधाओं का सामना करना पड़ रहा है?
d ऐसी परिस्थितियों का प्रबंधन करने के लिए एक लोक सेवक के गुणों का परीक्षण करें।",https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf,https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf#page=30
51,A R Rajah,7,2025,GS4,0,Forumias,upsckata,32,,,6 Show compassion and empathy towards the women and children.,https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf,https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf#page=32
51,A R Rajah,7,2025,GS4,0,Forumias,upsckata,34,,,"Q.8) Megha is a first-year sociology student at a reputed college in the from Tadchiroli, a tribal village in a western Indian state. Megha's fam was seven years old and had not visited their village since. Though M childhood there, she never deeply understood the customs and tradi gha expresses her wish to visit Tadchiroli. Her father agrees and asks uncle, who still lives in the village with his family. Megha informs Rata a semester break. Upon arrival, she receives a warm welcome from R invites her to attend a local festival. During the event, Megha notices Curious, she asks Ratan's wife Ratna why Rinki is not at the festival. R period, and as per tradition, menstruating girls must stay separately i the purpose. Locally known as 'kurma ghars', they are generally locate near a river or pond. She further adds that these girls are not allowed t ipate in any social or religious activities. Megha is taken aback. She as practice. Ratna nods and says it has been the custom for generation huts and miss classes during their periods. Ratna admits that many never questioned the practice. The explanation unsettles Megha. She ural biological function leads to such exclusion. Before returning to th educated family members seem to accept and follow these customs. The experience leaves a deep impact on her. She starts reading mo their impact on women's health, dignity, and education. As a sociolo such traditions are linked to patriarchy and social stigma. She begins her level to improve the current situation, without alienating the com tions.
a. Suggest a course of action Megha can take to sensitize her village co respectful or confrontational.
b. What ethical principles and methods should guide her actions while
c. How is menstruation related to human rights?",https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf,https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf#page=34
51,A R Rajah,7,2025,GS4,0,Forumias,upsckata,38,"20 अंक, 250 शब्द",20 अंक,"a. इस मामले में शामिल नैतिक मुद्दे को स्पष्ट करें।
b. नितिन के पास क्या विकल्प उपलब्ध हैं?
c. नितिन द्वारा पहचाने गए प्रत्येक विकल्प का आलोचनात्मक परीक्षण करें।
d. नितिन के लिए कौन सा विकल्प अपनाना अधिक उपयुक्त होगा और क्यों?
a इस मामले में शामिल नैतिक मुद्दे को स्पष्ट करें।
b नितिन के पास क्या विकल्प उपलब्ध हैं?
c नितिन द्वारा पहचाने गए प्रत्येक विकल्प का आलोचनात्मक परीक्षण करें।
d नितिन के लिए कौन सा विकल्प अपनाना अधिक उपयुक्त होगा और क्यों?",https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf,https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf#page=38
51,A R Rajah,7,2025,GS4,0,Forumias,upsckata,43,20,250,"Q.12) You are appointed as an officer heading the Air Quality Compliance Division of the Environment Pollution Control Board in Delhi-NCR. The region is witnessing alarming levels of air pollution, which typically worsen during the winter months due to various meteorological and anthropogenic factors. The situation has led to severe public health concerns, particularly affecting vulnerable groups such as the elderly, children, and those with respiratory illnesses. The Supreme Court has also raised serious concern over the deteriorating air quality in Delhi-NCR and has directed the administration to take immediate and effective measures to control pollution, especially during the winter months. Your jurisdiction has a large number of small and medium-scale industries that were granted environmental clearance over the years. These industries form the backbone of the local economy and provide employment to a significant number of migrant workers. However, recent inspections and air quality monitoring reports indicate that a significant number of these units are operating in violation of prescribed air emission norms. As part of targeted measures to curb air pollution, you issued notices to all identified polluting units, directing them to apply for fresh environmental clearance certificates from the competent authority. However, your decision triggered strong opposition from a section of industrial units, labour unions, and local politicians. Industrial owners argued that such action would lead to production shutdowns, financial losses, and shortages of their products in the market. Labour unions and workers also protested, fearing mass unemployment and livelihood insecurity. Local politicians and vested interests accused you of jeopardising the socio-economic stability of the region. You received representations from various quarters urging you to withdraw the notices and not initiate harsh measures, citing the interests of multiple stakeholders. Additionally, you began receiving anonymous threats, aimed at coercing you into reversing your decision. On the other hand, several of your colleagues supported your stance, encouraging you to act in the larger public interest. Several local NGOs and environmental groups rallied behind your actions, demanding the immediate closure of polluting units.
a. Under the given conditions, what are the options available to you?
b. Critically evaluate each of the options listed by you.
c. What are the ethical dilemmas being faced by you?",https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf,https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf#page=43
51,A R Rajah,7,2025,GS4,0,Forumias,upsckata,49,,,When must you seek mentorship?,https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf,https://forumias.com/blog/wp-content/uploads/2026/03/A-R-RAJAH-MOHAIDEEN-UPSC-IAS-2025-Toppers-AIR-7-Sample-MGP-Copy-2.pdf#page=49
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,3,10,150,Q.1) a) Ethical governance is the foundation of a welfare state. Identify essential ethical traits of a welfare state. Discuss ways and means to promote ethics in governance.,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=3
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,5,10,150,"b) While one group considers abortion as unmitigated evil, the other sees it as morally acceptable. Analyse various ethical concerns related to abortion and give your opinion on the issue.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=5
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,7,10,150,Q.2) a) Conscience keeps ethics from fading when faced with a tough decision. Discuss in context of civil servants.,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=7
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,9,10,150,b) What are the various conflicts of values that civil servants face while performing their duty? How can such conflicts be resolved? Discuss with illustrations.,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=9
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,11,10,150,Q.3) a) Emotional intelligence (EI) not only helps in managing stress but also transforms distress into eustress. Elaborate with relevant examples.,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=11
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,13,10,150,"b) Differentiate between the following:
i. Gratitude and Gratification
ii. Moral myopia vs Moral muteness",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=13
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,15,10,150,"Q.4) a) Although attitude and behaviour are interrelated, the former is a predisposition while the latter is an option. Discuss the structure of attitude and explain the relationship between attitude and behaviour.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=15
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,17,10,150,"b) Civil servants should work for a cause and not for applause. In light of this statement, examine why bureaucratic anonymity is considered a foundational value for a civil servant. How far do you agree that the principle of bureaucratic anonymity has been diluted in the age of social media?",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=17
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,19,10,150,"Q.5) What does each of the following quotation mean to you?
a) A man can give up a right, but he may not give up a duty without being guilty of a grave dereliction.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=19
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,21,10,150,"b) Justice without force is futile, force without justice is tyrannical.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=21
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,23,10,150,"Q.6) a) Ethics in international relations is a myth, only national interest determines the foreign policy. How far do you agree with this statement? Discuss with suitable illustrations.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=23
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,25,10,150,"b) It is not power, but fear that corrupts. Fear of losing power corrupts those who wield it and fear of the scourge of power corrupts those who are subject to it. Examine the statement in context of political corruption.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=25
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,27,10,150,"c) Education is the kindling of a flame, not the filling of a vessel. What do you understand by this statement? In your opinion, which five values should Indian education system inculcate in every student? Justify your choice.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=27
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,29,20,250,"Q.7) Based on this case study, answer the following:
a) Identify various ethical issues involved in this incident.
b) In your opinion, whether vaccine mandates are a violation of individual liberty or a reasonable restriction on personal freedom. Justify.
c) Discuss the ethical responsibility of famous personalities while conducting themselves in public.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=29
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,30,20 अंक,20 अंक,"इस केस स्टडी के आधार पर, निम्नलिखित के उत्तर दें :
a) इस घटना में शामिल विभिन्न नैतिक मुद्दों की पहचान करें।
b) आपकी राय में, क्या बैरिसीन अधिनियम व्यक्तिगत स्वतंत्रता का उल्लंघन है या व्यक्तिगत स्वतंत्रता पर उचित प्रतिबंध है। अपनी स्थिति स्पष्ट करें।
c) सार्वजनिक रूप से स्वयं का संचालन करते समय प्रसिद्ध व्यक्तियों की नैतिक जिम्मेदारी पर चर्चा करें।",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=30
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,33,,,"(c) Ethical Responsibilities of famous personalities while conducting in public
(a) As a public figure, they should adhere to minimum morality at least
(b) Lead by an example
(c) Positive influence to ensure inculcation of values of honesty, truth, and non-violence.
(d) Observe material propriety to appeal to citizen (In Samuel case, he was seen partying and vacationing).
(e) Observe law of the land.
(f) Protest, if at all, legally rather creating public nuisance and order situation.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=33
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,34,20,250,"Q.8) You are an IFS officer who heads a diplomatic mission in a European country. You live there with your wife and children. Your parents and few of your relatives are also visiting you for vacation. The country is known for its scenic mountains and it is a popular destination for tourists. In an unexpected turn of events, the country in which you are posted has been attacked by its neighbour due to some unresolved bilateral issues. All the major transportation channels have been adversely impacted by the attack. Flights have been cancelled and airspace above the country has been declared unsafe for commercial aircrafts. You have received an urgent communication from New Delhi asking you to prepare a plan for evacuation of Indians from the besieged country. You have been informed that a friendly neighbouring country of India has sought India’s help to evacuate its citizens. Due to war, only a limited number of people can be evacuated in one go and multiple rounds would be required for evacuating everyone. You have identified following groups of people who are to be evacuated:
i. You, your wife, children, parents and relatives.
ii. Diplomatic staff at the mission.
iii. Indian tourists visiting the country.
iv. Indian students studying in the country.
v. A film crew and actors who were shooting a film in the country. These include some of the biggest names of Bollywood.
vi. Citizens of the friendly neighbouring country that has requested India’s help.
 As a civil services officer of the state, what would be the order in which you would evacuate these people and why? Give Justifications.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=34
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,39,20,250,"Q.9) Rashmi is a young IPS officer who is posted as the SP law and order in a district that has a history of communal clashes. During a cultural event, a political leader made certain controversial comments regarding the religion of another community that can potentially harm communal harmony in the district. The representatives of the aggrieved community met Rashmi with their complaint. An FIR was registered in the matter and the police department promptly started an investigation. During questioning, the accused political leader denied the charges. He claimed that he was exercising his right to freedom of expression and had no intention of hurting anyone's feelings. He even offered to tender an apology if his statement had hurt someone's religious feelings. However, the aggrieved community was not satisfied with this apology and demanded strict action against the accused.
The next day, a video went viral on social media in which the accused political leader can be seen making derogatory statements against another religious faith. However, Rashmi suspects that the video going viral on the internet is a doctored video and someone has mischievously edited it to make it more vitriolic and inflammatory. The video has ignited communal tensions in the district. The accused political leader belongs to an influential community and his community has put their support behind him. Local intelligence has warned that some anti-social elements are trying to use this opportunity to create communal riot in the district. The entire matter has been politicized and is being covered by the national media. In this situation answer the following:
a) What differentiates a hate speech from a free speech?
b) Why does social media have a very strong influence over the actions and thoughts of its users?
c) What is the most suitable course of action for Rashmi in this situation? Justify.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=39
930,Aaditya Pandey,,,GS4,0,Forumias,upsckata,43,,,"(c) The most suitable course of action for Rashmi
(1) Institution of an investigation team to look into probity of video.
(2) Appeal to masses to maintain law and order.
(3) Mediate between two communities to ensure peace.
(4) Hard-handed tackle of anti-social elements.
(5) Use of Cyber-Forensic to counter challenges of social media menace.
(6) Arrange extra force in case of riot and communal clashes.",https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view,https://drive.google.com/file/d/1F1ZcXReAolRrfqk_nRIxdDPfYcyzxtgr/view#page=43
